Date,Open,High,Low,Close,Adj Close,Volume
1997-12-09,6.133178,6.200575,6.121944,6.144411,4.136477,1943500
1997-12-10,6.110712,6.110712,5.695094,5.796190,3.902053,8938500
1997-12-11,5.683860,5.706326,5.549066,5.593997,3.765935,6056900
1997-12-12,5.605230,5.616463,5.436736,5.459202,3.675189,4678200
1997-12-15,5.414270,5.526599,5.403038,5.425503,3.652503,9977300
1997-12-16,5.391805,5.560298,5.391805,5.526599,3.720563,10624400
1997-12-17,5.537832,5.627696,5.425503,5.459202,3.675189,6991100
1997-12-18,5.414270,5.425503,5.313174,5.369339,3.614692,2701800
1997-12-19,5.346873,5.391805,5.324407,5.358106,3.607130,2821500
1997-12-22,5.391805,5.414270,5.279475,5.358106,3.607130,2253900
1997-12-23,5.313174,5.335640,5.088515,5.099749,3.433203,4369900
1997-12-24,5.054817,5.178379,5.009885,5.167146,3.478574,2143800
1997-12-26,5.144680,5.155913,5.088515,5.088515,3.425639,1234600
1997-12-29,5.043584,5.212078,5.032351,5.099749,3.433203,2182200
1997-12-30,5.099749,5.313174,5.088515,5.268242,3.546633,2689600
1997-12-31,5.223310,5.245777,5.167146,5.223310,3.516386,4221900
1998-01-02,5.223310,5.268242,5.099749,5.234543,3.523947,2959400
1998-01-05,5.234543,5.257010,5.009885,5.077282,3.418077,6857600
1998-01-06,5.009885,5.009885,4.841391,4.863857,3.274397,8561800
1998-01-07,4.830158,4.987419,4.785226,4.852624,3.266835,6014100
1998-01-08,4.762761,4.807693,4.627965,4.661664,3.138279,5433200
1998-01-09,4.650431,4.841391,4.627965,4.672897,3.145843,9729700
1998-01-12,4.515636,4.751528,4.504403,4.695363,3.160966,5332500
1998-01-13,4.650431,4.740295,4.627965,4.695363,3.160966,4983100
1998-01-14,4.706596,4.818925,4.594267,4.695363,3.160966,3789000
1998-01-15,4.672897,4.830158,4.627965,4.807693,3.236588,8781100
1998-01-16,4.785226,4.852624,4.773993,4.841391,3.259273,3096300
1998-01-20,4.830158,4.987419,4.807693,4.987419,3.357579,3917600
1998-01-21,4.942487,4.942487,4.886323,4.920022,3.312209,2364100
1998-01-22,4.920022,4.931254,4.852624,4.875090,3.281959,2860400
1998-01-23,4.852624,4.875090,4.773993,4.807693,3.236588,3316700
1998-01-26,4.762761,4.841391,4.740295,4.785226,3.221462,2470900
1998-01-27,4.717829,4.785226,4.672897,4.773993,3.213901,4726600
1998-01-28,4.762761,4.920022,4.740295,4.920022,3.312209,5433800
1998-01-29,4.875090,5.043584,4.852624,4.931254,3.319772,4290400
1998-01-30,4.897556,4.920022,4.841391,4.908789,3.304646,8328700
1998-02-02,4.953721,5.122214,4.953721,5.009885,3.372704,5422100
1998-02-03,4.964953,4.987419,4.942487,4.964953,3.342457,4089500
1998-02-04,4.942487,5.122214,4.920022,5.099749,3.433203,5250700
1998-02-05,5.043584,5.099749,5.009885,5.032351,3.387829,3081800
1998-02-06,4.987419,5.167146,4.987419,5.155913,3.471012,2731300
1998-02-09,5.077282,5.122214,4.998652,5.077282,3.418077,2132100
1998-02-10,5.054817,5.144680,4.987419,5.110981,3.440763,1987400
1998-02-11,5.077282,5.088515,4.976186,5.066050,3.410516,2884300
1998-02-12,5.054817,5.099749,4.897556,4.942487,3.327332,6395200
1998-02-13,4.942487,5.212078,4.852624,4.897556,3.297083,8251900
1998-02-17,4.672897,4.796459,4.672897,4.796459,3.229025,6316800
1998-02-18,4.740295,4.762761,4.672897,4.695363,3.160966,7292100
1998-02-19,4.695363,4.964953,4.684130,4.863857,3.274397,6105300
1998-02-20,4.908789,4.908789,4.773993,4.807693,3.236588,2455300
1998-02-23,4.875090,4.875090,4.762761,4.785226,3.221462,3196500
1998-02-24,4.762761,4.931254,4.762761,4.875090,3.281959,2959400
1998-02-25,4.852624,4.897556,4.818925,4.852624,3.266835,2206100
1998-02-26,4.852624,5.077282,4.841391,5.021118,3.380267,4065000
1998-02-27,5.032351,5.122214,5.021118,5.122214,3.448325,2844300
1998-03-02,5.099749,5.301941,5.088515,5.290708,3.561758,4300900
1998-03-03,5.200845,5.324407,5.167146,5.301941,3.569319,2805900
1998-03-04,5.257010,5.391805,5.245777,5.391805,3.629817,2506500
1998-03-05,5.301941,5.391805,5.234543,5.391805,3.629817,3213700
1998-03-06,5.369339,5.380571,5.212078,5.301941,3.569319,3149200
1998-03-09,5.279475,5.301941,5.099749,5.167146,3.478574,2309600
1998-03-10,5.144680,5.257010,5.133447,5.245777,3.531510,2395800
1998-03-11,5.290708,5.346873,5.234543,5.335640,3.592007,3306100
1998-03-12,5.346873,5.447969,5.335640,5.346873,3.599569,4915700
1998-03-13,5.369339,5.414270,5.335640,5.335640,3.592007,3125200
1998-03-16,5.346873,5.403038,5.313174,5.358106,3.607130,3234300
1998-03-17,5.335640,5.391805,5.324407,5.369339,3.614692,3366700
1998-03-18,5.324407,5.358106,5.234543,5.245777,3.531510,2618900
1998-03-19,5.234543,5.346873,5.212078,5.313174,3.576881,7757300
1998-03-20,5.346873,5.571531,5.313174,5.504134,3.705438,2872600
1998-03-23,5.414270,5.436736,5.358106,5.369339,3.614692,2314000
1998-03-24,5.369339,5.526599,5.346873,5.504134,3.705438,2778100
1998-03-25,5.481668,5.661395,5.470435,5.492901,3.697875,4422200
1998-03-26,5.526599,5.526599,5.403038,5.403038,3.637378,2099200
1998-03-27,5.436736,5.481668,5.324407,5.403038,3.637378,2399700
1998-03-30,5.391805,5.403038,5.301941,5.313174,3.576881,3722300
1998-03-31,5.313174,5.436736,5.313174,5.403038,3.637378,2599500
1998-04-01,5.403038,5.661395,5.403038,5.661395,3.811310,2370200
1998-04-02,5.616463,5.784957,5.571531,5.650162,3.803746,4214700
1998-04-03,5.650162,5.796190,5.616463,5.796190,3.902053,2722400
1998-04-06,5.784957,5.784957,5.616463,5.650162,3.803746,2256200
1998-04-07,5.593997,5.616463,5.414270,5.459202,3.675189,2091500
1998-04-08,5.425503,5.549066,5.369339,5.403038,3.637378,1757100
1998-04-09,5.414270,5.571531,5.391805,5.526599,3.720563,1473300
1998-04-13,5.492901,5.515367,5.436736,5.504134,3.705438,1655800
1998-04-14,5.526599,5.526599,5.470435,5.504134,3.705438,2405300
1998-04-15,5.481668,5.751258,5.481668,5.695094,3.833994,2004100
1998-04-16,5.695094,5.706326,5.549066,5.638929,3.796184,1918400
1998-04-17,5.661395,5.683860,5.549066,5.650162,3.803746,1353700
1998-04-20,5.616463,5.695094,5.571531,5.683860,3.826433,1446600
1998-04-21,5.638929,5.661395,5.582764,5.650162,3.803746,1456600
1998-04-22,5.616463,5.930985,5.616463,5.897286,3.970111,2298400
1998-04-23,5.874820,5.930985,5.841122,5.886053,3.962550,3185900
1998-04-24,5.852355,5.908519,5.773724,5.818655,3.917177,2429200
1998-04-27,5.683860,5.683860,5.481668,5.605230,3.773497,4104500
1998-04-28,5.627696,5.661395,5.526599,5.571531,3.750811,3814600
1998-04-29,5.616463,5.683860,5.593997,5.638929,3.796184,2583900
1998-04-30,5.683860,5.762491,5.638929,5.706326,3.841555,2323500
1998-05-01,5.706326,5.706326,5.593997,5.638929,3.796184,1453300
1998-05-04,5.627696,5.672627,5.549066,5.571531,3.750811,1508900
1998-05-05,5.526599,5.616463,5.481668,5.593997,3.765935,2415300
1998-05-06,5.560298,5.650162,5.515367,5.549066,3.735687,3022900
1998-05-07,5.537832,5.537832,5.414270,5.414270,3.644941,1500000
1998-05-08,5.414270,5.481668,5.414270,5.436736,3.660065,1850000
1998-05-11,5.425503,5.492901,5.425503,5.447969,3.667628,1936200
1998-05-12,5.459202,5.549066,5.447969,5.549066,3.735687,1139500
1998-05-13,5.526599,5.627696,5.504134,5.571531,3.750811,1136700
1998-05-14,5.549066,5.638929,5.549066,5.616463,3.781060,1480000
1998-05-15,5.616463,5.706326,5.582764,5.672627,3.818870,2328500
1998-05-18,5.661395,5.728792,5.661395,5.717559,3.849118,2768600
1998-05-19,5.683860,5.796190,5.683860,5.762491,3.879366,2048600
1998-05-20,5.751258,5.784957,5.672627,5.683860,3.826433,4564100
1998-05-21,5.683860,5.706326,5.571531,5.605230,3.773497,1527300
1998-05-22,5.571531,5.661395,5.526599,5.582764,3.758374,1523900
1998-05-26,5.616463,5.616463,5.549066,5.549066,3.735687,1811600
1998-05-27,5.492901,5.526599,5.369339,5.425503,3.652503,1680800
1998-05-28,5.425503,5.560298,5.425503,5.560298,3.743248,3074600
1998-05-29,5.549066,5.650162,5.549066,5.582764,3.758374,1669700
1998-06-01,5.582764,5.807423,5.571531,5.784957,3.894491,2243400
1998-06-02,5.784957,5.942218,5.661395,5.886053,3.962550,2516000
1998-06-03,5.886053,5.897286,5.796190,5.818655,3.917177,1722600
1998-06-04,5.796190,5.863587,5.740025,5.796190,3.902053,3555300
1998-06-05,5.784957,5.874820,5.784957,5.829888,3.924739,955300
1998-06-08,5.829888,5.874820,5.818655,5.863587,3.947426,1747600
1998-06-09,5.818655,5.953451,5.796190,5.953451,4.007923,2554900
1998-06-10,5.908519,5.987150,5.784957,5.796190,3.902053,2174400
1998-06-11,5.829888,5.829888,5.571531,5.571531,3.750811,2917200
1998-06-12,5.571531,5.627696,5.481668,5.560298,3.743248,1684700
1998-06-15,5.526599,5.560298,5.369339,5.391805,3.629817,1996300
1998-06-16,5.403038,5.436736,5.313174,5.380571,3.622254,2587200
1998-06-17,5.403038,5.605230,5.391805,5.593997,3.765935,3808000
1998-06-18,5.593997,5.638929,5.571531,5.593997,3.765935,1754300
1998-06-19,5.616463,5.650162,5.593997,5.605230,3.773497,2050300
1998-06-22,5.605230,5.751258,5.582764,5.661395,3.811310,3045700
1998-06-23,5.706326,5.807423,5.672627,5.717559,3.849118,2877100
1998-06-24,5.717559,6.110712,5.706326,6.020848,4.053297,3163600
1998-06-25,6.009615,6.088246,5.930985,6.054547,4.075981,3061300
1998-06-26,6.054547,6.054547,5.841122,5.841122,3.932301,677100
1998-06-29,5.841122,5.998383,5.841122,5.998383,4.038172,1963500
1998-06-30,5.953451,5.975916,5.616463,5.695094,3.833994,2584400
1998-07-01,5.740025,5.874820,5.717559,5.863587,3.947426,3996600
1998-07-02,5.874820,5.908519,5.796190,5.829888,3.924739,2640100
1998-07-06,5.818655,6.032081,5.717559,6.032081,4.060856,1831600
1998-07-07,5.953451,6.133178,5.852355,5.874820,3.954987,5698000
1998-07-08,5.874820,5.953451,5.762491,5.953451,4.007923,2053600
1998-07-09,5.930985,6.020848,5.886053,5.908519,3.977674,2034100
1998-07-10,5.942218,5.953451,5.852355,5.942218,4.000361,1691400
1998-07-13,5.908519,6.020848,5.886053,5.930985,3.992798,1579600
1998-07-14,5.908519,6.043314,5.908519,6.020848,4.053297,3708400
1998-07-15,6.009615,6.133178,6.009615,6.099479,4.106230,4322600
1998-07-16,6.065780,6.335370,6.054547,6.335370,4.265034,5022000
1998-07-17,6.290439,6.357836,6.279206,6.357836,4.280159,2823100
1998-07-20,6.312904,6.481398,6.267972,6.447700,4.340656,1763700
1998-07-21,6.335370,6.458932,6.312904,6.324137,4.257473,1590700
1998-07-22,6.279206,6.335370,6.155643,6.335370,4.265034,1990200
1998-07-23,6.290439,6.357836,6.267972,6.267972,4.219662,2571600
1998-07-24,6.256740,6.402768,6.245507,6.290439,4.234786,2717400
1998-07-27,6.301672,6.627426,6.223041,6.593728,4.438963,4641400
1998-07-28,6.627426,6.627426,6.290439,6.481398,4.363342,5403200
1998-07-29,6.481398,6.548796,6.391535,6.447700,4.340656,2191600
1998-07-30,6.492631,6.604960,6.481398,6.560029,4.416278,1922900
1998-07-31,6.560029,6.560029,6.290439,6.357836,4.280159,1341400
1998-08-03,6.312904,6.425234,6.200575,6.380302,4.295281,2472600
1998-08-04,6.380302,6.414001,6.110712,6.200575,4.174289,2019700
1998-08-05,6.110712,6.200575,5.942218,6.178109,4.159164,1651300
1998-08-06,6.110712,6.178109,6.054547,6.088246,4.098667,973700
1998-08-07,6.043314,6.133178,6.032081,6.077013,4.091107,948600
1998-08-10,6.110712,6.256740,6.020848,6.200575,4.174289,1389800
1998-08-11,6.110712,6.133178,5.930985,6.099479,4.106230,1168900
1998-08-12,6.065780,6.357836,5.975916,6.335370,4.265034,1565700
1998-08-13,6.290439,6.324137,6.121944,6.121944,4.121353,1518400
1998-08-14,6.121944,6.211808,6.110712,6.166876,4.151604,1860000
1998-08-17,6.110712,6.110712,5.391805,5.717559,3.849118,5123800
1998-08-18,5.695094,5.841122,5.672627,5.841122,3.932301,2165500
1998-08-19,5.930985,6.795920,5.919752,6.649892,4.476774,11257000
1998-08-20,6.649892,7.121675,6.593728,7.121675,4.794385,9223900
1998-08-21,6.829619,6.874551,6.762221,6.807153,4.582646,7011700
1998-08-24,6.840852,7.144141,6.840852,7.076743,4.764136,3742900
1998-08-25,7.278936,7.323868,7.234004,7.323868,4.930502,5150500
1998-08-26,7.099209,7.200305,6.975647,7.200305,4.847319,4051700
1998-08-27,7.054277,7.144141,6.852085,7.009346,4.718762,5066500
1998-08-28,6.874551,6.986880,6.795920,6.885784,4.635579,2245600
1998-08-31,6.874551,6.897017,6.571262,6.661125,4.484337,4133400
1998-09-01,6.649892,7.166607,6.593728,7.110442,4.786820,5655200
1998-09-02,7.099209,7.144141,6.964414,7.020579,4.726323,6825900
1998-09-03,6.919482,6.919482,6.784687,6.852085,4.612891,3346100
1998-09-04,6.829619,6.852085,6.560029,6.706057,4.514584,2842000
1998-09-08,7.054277,7.065510,6.964414,7.065510,4.756576,3324400
1998-09-09,7.087976,7.099209,6.986880,6.986880,4.703638,3597100
1998-09-10,6.840852,6.852085,6.380302,6.683591,4.499462,2013600
1998-09-11,6.604960,6.852085,6.571262,6.829619,4.597767,1658000
1998-09-14,6.852085,7.020579,6.840852,6.953181,4.680952,2290100
1998-09-15,6.986880,7.009346,6.762221,6.784687,4.567521,1455500
1998-09-16,6.762221,6.998113,6.750988,6.998113,4.711199,3767900
1998-09-17,6.953181,7.009346,6.874551,6.941948,4.673389,2035300
1998-09-18,7.009346,7.065510,6.941948,7.054277,4.749010,2023600
1998-09-21,6.829619,7.099209,6.807153,7.054277,4.749010,1472700
1998-09-22,7.099209,7.121675,6.941948,6.953181,4.680952,2319000
1998-09-23,6.919482,7.189073,6.897017,7.155374,4.817069,4693200
1998-09-24,7.166607,7.177840,6.728523,6.773454,4.559958,4024400
1998-09-25,6.582495,6.728523,6.515097,6.627426,4.461651,2038600
1998-09-28,6.649892,6.750988,6.582495,6.638659,4.469212,2469300
1998-09-29,6.683591,6.885784,6.683591,6.885784,4.635579,1327000
1998-09-30,6.852085,7.031812,6.829619,7.031812,4.733887,3121400
1998-10-01,7.177840,7.177840,6.829619,6.964414,4.688512,4974700
1998-10-02,7.009346,7.031812,6.829619,6.908249,4.650702,2005800
1998-10-05,6.852085,6.919482,6.582495,6.694824,4.507022,1273500
1998-10-06,6.784687,6.919482,6.672358,6.683591,4.499462,2000800
1998-10-07,6.627426,6.649892,6.290439,6.290439,4.234786,2429200
1998-10-08,6.110712,6.133178,5.661395,5.975916,4.023046,7865800
1998-10-09,5.975916,6.571262,5.964684,6.571262,4.423840,2990000
1998-10-12,6.717290,6.784687,6.548796,6.560029,4.416278,6756300
1998-10-13,6.571262,6.571262,6.436467,6.509471,4.382240,19518500
1998-10-14,6.492631,7.009346,6.492631,6.941948,4.673389,6147100
1998-10-15,7.054277,7.189073,7.031812,7.065510,4.756576,10651100
1998-10-16,7.256470,7.267703,7.121675,7.200305,4.847319,7730000
1998-10-19,7.177840,7.638390,7.177840,7.627157,5.134678,4683700
1998-10-20,7.907980,8.087707,7.874281,8.020309,5.399352,5158300
1998-10-21,8.110172,8.110172,7.840582,7.930446,5.338855,3156400
1998-10-22,7.795650,7.863048,7.722628,7.863048,5.293483,2477000
1998-10-23,7.818117,7.997843,7.806883,7.997843,5.384228,2982300
1998-10-26,8.042775,8.042775,7.863048,7.885514,5.308608,2628900
1998-10-27,7.907980,8.009076,7.863048,7.907980,5.323732,3821300
1998-10-28,7.818117,7.885514,7.795650,7.818117,5.263233,1597900
1998-10-29,7.728253,7.795650,7.683321,7.739486,5.210298,1860000
1998-10-30,7.705787,7.818117,7.694554,7.818117,5.263233,3650500
1998-11-02,7.795650,7.986610,7.784418,7.930446,5.338855,5675800
1998-11-03,7.885514,7.896747,7.818117,7.896747,5.316169,3567600
1998-11-04,7.907980,7.997843,7.896747,7.952911,5.353980,4726000
1998-11-05,7.863048,7.896747,7.694554,7.851815,5.285919,2591100
1998-11-06,7.863048,7.885514,7.784418,7.840582,5.278358,2153200
1998-11-09,7.874281,7.907980,7.717020,7.907980,5.323732,2530500
1998-11-10,7.907980,8.188803,7.885514,8.177570,5.505224,4432200
1998-11-11,8.087707,8.110172,7.919213,8.087707,5.444726,3439600
1998-11-12,8.065241,8.132638,7.964145,8.121406,5.467412,3168100
1998-11-13,8.110172,8.458393,8.087707,8.435927,5.679152,2743000
1998-11-16,8.447161,8.537024,8.312366,8.480859,5.709398,2800300
1998-11-17,8.447161,8.447161,8.211268,8.278666,5.573280,2010200
1998-11-18,8.267433,8.267433,8.143871,8.211268,5.527909,1158400
1998-11-19,8.256201,8.256201,8.132638,8.222502,5.535469,2711800
1998-11-20,8.334831,8.379763,8.267433,8.267433,5.565720,2924900
1998-11-23,8.267433,8.492092,8.267433,8.492092,5.716962,3973200
1998-11-24,8.402228,8.435927,8.289900,8.312366,5.595967,2309000
1998-11-25,8.289900,8.334831,8.267433,8.301132,5.588407,627000
1998-11-27,8.211268,8.222502,8.143871,8.166337,5.497659,420600
1998-11-30,8.143871,8.289900,8.054008,8.222502,5.535469,1881100
1998-12-01,8.132638,8.278666,8.132638,8.256201,5.558158,2637800
1998-12-02,8.244967,8.256201,8.121406,8.155105,5.490098,1936200
1998-12-03,8.132638,8.390996,8.132638,8.346064,5.618652,2267300
1998-12-04,8.447161,8.862779,8.447161,8.862779,5.966511,2726900
1998-12-07,8.840313,8.896478,8.716750,8.874011,5.974073,5042600
1998-12-08,8.851545,8.874011,8.716750,8.806614,5.928702,2107600
1998-12-09,8.772915,8.930176,8.716750,8.896478,5.989198,4653100
1998-12-10,8.941409,8.963875,8.649353,8.671819,5.837955,3351100
1998-12-11,8.626887,8.683052,8.559489,8.683052,5.845517,1566200
1998-12-14,8.638120,8.638120,8.267433,8.334831,5.611093,1421600
1998-12-15,8.289900,8.402228,8.289900,8.402228,5.656465,1660800
1998-12-16,8.368530,8.593188,8.368530,8.503325,5.724524,2044700
1998-12-17,8.447161,8.649353,8.435927,8.649353,5.822831,1875600
1998-12-18,8.615654,8.840313,8.593188,8.840313,5.951388,3071300
1998-12-21,8.840313,8.840313,8.537024,8.626887,5.807708,3217600
1998-12-22,8.626887,8.829080,8.548257,8.817847,5.936264,1956800
1998-12-23,8.795381,8.840313,8.581955,8.683052,5.845517,1193400
1998-12-24,8.581955,8.604422,8.537024,8.559489,5.762336,651500
1998-12-28,8.559489,8.649353,8.537024,8.570723,5.769895,3074600
1998-12-29,8.570723,8.795381,8.548257,8.795381,5.921138,1453800
1998-12-30,8.795381,9.098670,8.761683,9.098670,6.125316,2246700
1998-12-31,9.098670,9.143601,8.840313,9.008806,6.064818,2798100
1999-01-04,8.829080,8.930176,8.514558,8.649353,5.822831,3449100
1999-01-05,8.716750,8.851545,8.716750,8.817847,5.936264,2549900
1999-01-06,8.806614,8.986341,8.795381,8.952642,6.027008,2723000
1999-01-07,8.885244,8.930176,8.817847,8.907710,5.996759,1275800
1999-01-08,8.817847,8.930176,8.727983,8.930176,6.011883,1097700
1999-01-11,8.907710,9.166067,8.907710,9.166067,6.170688,3936500
1999-01-12,9.076204,9.109903,8.885244,8.963875,6.034571,2175500
1999-01-13,8.739217,9.053739,8.705518,9.053739,6.095068,3274400
1999-01-14,8.918943,8.958249,8.626887,8.626887,5.807708,2928800
1999-01-15,8.671819,8.761683,8.581955,8.761683,5.898454,2346300
1999-01-19,8.761683,8.806614,8.683052,8.716750,5.868204,3631600
1999-01-20,8.739217,8.795381,8.537024,8.581955,5.777457,3321700
1999-01-21,8.559489,8.559489,8.323598,8.379763,5.641342,6986700
1999-01-22,8.267433,8.323598,8.188803,8.267433,5.565720,3637100
1999-01-25,8.222502,8.312366,8.087707,8.312366,5.595967,1972400
1999-01-26,8.267433,8.626887,8.267433,8.626887,5.807708,4823900
1999-01-27,8.683052,8.761683,8.638120,8.705518,5.860643,2529300
1999-01-28,8.660586,8.829080,8.604422,8.795381,5.921138,1814900
1999-01-29,8.750449,8.761683,8.548257,8.548257,5.754772,1521700
1999-02-01,8.447161,8.458393,8.312366,8.312366,5.595967,1533400
1999-02-02,8.312366,8.604422,8.312366,8.435927,5.679152,2009700
1999-02-03,8.413462,8.874011,8.402228,8.874011,5.974073,4376000
1999-02-04,8.874011,8.907710,8.705518,8.739217,5.883328,4647600
1999-02-05,8.705518,8.806614,8.638120,8.806614,5.928702,3045700
1999-02-08,8.784148,9.121136,8.761683,9.121136,6.140440,1372600
1999-02-09,9.188534,9.255931,9.143601,9.199766,6.193377,4208600
1999-02-10,9.233465,9.795112,9.222232,9.660316,6.503424,6993300
1999-02-11,10.558950,10.603882,10.311826,10.558950,7.108390,12040400
1999-02-12,10.244429,10.323059,10.087168,10.244429,6.896650,4038300
1999-02-16,10.424155,10.570184,10.401690,10.558950,7.108390,3742300
1999-02-17,10.536485,10.761143,10.491553,10.603882,7.138639,4822800
1999-02-18,10.558950,10.581416,10.278128,10.367990,6.979834,3205900
1999-02-19,10.379224,10.626348,10.379224,10.457854,7.040332,7136300
1999-02-22,10.603882,10.783609,10.581416,10.783609,7.259634,9132700
1999-02-23,10.783609,10.873472,10.738677,10.794842,7.267194,2405300
1999-02-24,10.806075,11.401420,10.794842,11.345255,7.637740,4989200
1999-02-25,11.322789,11.322789,11.041966,11.120597,7.486496,4804500
1999-02-26,11.075665,11.232926,11.053199,11.165528,7.516748,3216500
1999-03-01,11.053199,11.187994,10.873472,11.165528,7.516748,3356700
1999-03-02,11.120597,11.423885,11.109364,11.322789,7.622620,4204700
1999-03-03,11.682243,11.682243,11.143063,11.187994,7.531869,3894200
1999-03-04,11.199227,11.390187,11.199227,11.367721,7.652866,4442800
1999-03-05,11.704709,11.772106,11.614845,11.760874,7.917537,6852600
1999-03-08,11.783340,11.951833,11.693476,11.940600,8.038529,3101900
1999-03-09,11.749640,11.873202,11.704709,11.817039,7.955348,3289900
1999-03-10,11.772106,11.783340,11.480050,11.547448,7.773859,2457600
1999-03-11,11.592380,11.839504,11.592380,11.704709,7.879730,4889600
1999-03-12,11.637311,11.637311,11.300323,11.468818,7.720924,3130300
1999-03-15,11.367721,11.378954,11.154296,11.210460,7.546995,2688500
1999-03-16,11.480050,11.715941,11.378954,11.435119,7.698236,2960000
1999-03-17,11.435119,11.906901,11.435119,11.861970,7.985596,2279500
1999-03-18,12.131560,12.412383,11.951833,12.401151,8.348577,3952600
1999-03-19,12.580877,12.715672,12.446082,12.491014,8.409078,4668700
1999-03-22,12.401151,12.592110,12.333753,12.547178,8.446885,1433800
1999-03-23,12.468548,12.468548,12.041697,12.154026,8.182214,3251600
1999-03-24,11.884436,11.951833,11.817039,11.906901,8.015845,2829200
1999-03-25,11.940600,12.154026,11.906901,12.086628,8.136840,4601900
1999-03-26,12.086628,12.243889,11.996765,12.210191,8.220022,2287300
1999-03-29,12.389917,12.580877,12.300054,12.491014,8.409078,3059000
1999-03-30,12.659508,13.052660,12.446082,12.479781,8.401516,4231900
1999-03-31,12.580877,12.670740,12.446082,12.625809,8.499820,3075200
